iter	Logloss
495	0.3293753075
496	0.3291508117
497	0.3290567108
498	0.3288996539
499	0.3287927404
500	0.3285981312
501	0.328353104
502	0.328197056
503	0.328089004
504	0.3279386318
505	0.3277664938
506	0.3277056091
507	0.3274332956
508	0.3273463285
509	0.3271858223
510	0.3270656399
511	0.3268916273
512	0.3268140242
513	0.3267174883
514	0.326638444
515	0.3265400138
516	0.3264251133
517	0.326241647
518	0.3261663216
519	0.3259944997
520	0.3258378673
521	0.3256574967
522	0.3255420304
523	0.325364549
524	0.3251704654
525	0.325056736
526	0.3249422972
527	0.3247921606
528	0.324716962
529	0.3245794303
530	0.3244152809
531	0.3242706157
532	0.3241665483
533	0.324005536
534	0.3238306108
535	0.3236954199
536	0.3235787913
537	0.3234627113
538	0.3233072385
539	0.3230878137
540	0.3229648884
541	0.3228588333
542	0.3227077277
543	0.3225901929
544	0.3224476804
545	0.3222470262
546	0.3220940876
547	0.3220125138
548	0.3219225055
549	0.3216967255
550	0.3216400255
551	0.3215325988
552	0.3213999968
553	0.3212165113
554	0.3210378955
555	0.3209447344
556	0.3208457679
557	0.3207156672
558	0.3205542914
559	0.3204287136
560	0.3202673472
561	0.3201138474
562	0.3199877667
563	0.3198990477
564	0.3197365169
565	0.3195368751
566	0.3194517487
567	0.3192951417
568	0.3191377487
569	0.3190186743
570	0.3188834811
571	0.3188032723
572	0.3186700377
573	0.3185369646
574	0.3184103815
575	0.3183304221
576	0.3182004606
577	0.3180485112
578	0.3179276924
579	0.3177976468
580	0.317675171
581	0.3175073785
582	0.3173774191
583	0.3171806161
584	0.317025565
585	0.3168776344
586	0.3167937231
587	0.3166469487
588	0.3164508168
589	0.3163473473
590	0.3161866184
591	0.3160872095
592	0.3159828829
593	0.315901518
594	0.3157408847
595	0.3156392286
596	0.3155544213
597	0.3154357449
598	0.3152580107
599	0.3151158764
600	0.3150146807
601	0.3149195729
602	0.314760151
603	0.3146244642
604	0.3144780461
605	0.3143192439
606	0.3141235187
607	0.3140370718
608	0.3139235367
609	0.3137919995
610	0.3136514504
611	0.3135011824
612	0.3133880242
613	0.313193473
614	0.3130617206
615	0.3129265172
616	0.3128110043
617	0.3126775378
618	0.3125010029
619	0.3123818541
620	0.3122488068
621	0.3121338731
622	0.3119713806
623	0.3118766912
624	0.3117874948
625	0.311690864
626	0.3116077766
627	0.311517651
628	0.3114380955
629	0.311312501
630	0.3111842824
631	0.3110982843
632	0.3109439279
633	0.3108196488
634	0.3107428241
635	0.3106605432
636	0.3104798098
637	0.3103287342
638	0.3101722324
639	0.3100448786
640	0.3098940441
641	0.3097528586
642	0.3096530171
643	0.3095173234
644	0.3094161846
645	0.3092599678
646	0.3091294568
647	0.3090013125
648	0.3088324299
649	0.3086513603
650	0.308554816
651	0.3083797566
652	0.308263476
653	0.3081270454
654	0.307979776
655	0.3078474633
656	0.3077427234
657	0.3076121442
658	0.3075175501
659	0.3074346949
660	0.3073249571
661	0.3071767543
662	0.3070761705
663	0.3068979271
664	0.3067097955
665	0.3065688454
666	0.30637219
667	0.3062699171
668	0.3061722973
669	0.3060091567
670	0.3058955349
671	0.3058078884
672	0.3056727147
673	0.3055766156
674	0.3054867731
675	0.3053818767
676	0.3052915539
677	0.3052216226
678	0.305082603
679	0.3049346523
680	0.3048317245
681	0.3046261071
682	0.3045061683
683	0.3044053462
684	0.3042919511
685	0.3041751934
686	0.304053971
687	0.3039648351
688	0.3037522663
689	0.3036350112
690	0.3035480451
691	0.3034284631
692	0.3033490506
693	0.3032522817
694	0.3031192953
695	0.3029957899
696	0.3028737751
697	0.3027471373
698	0.30260832
699	0.3025082593
700	0.3023923922
701	0.3022296841
702	0.3021038112
703	0.3020268504
704	0.3018846393
705	0.3017920031
706	0.3016732293
707	0.3015803944
708	0.3015005306
709	0.3013774731
710	0.3012771597
711	0.3011894214
712	0.3010786302
713	0.3009984259
714	0.3008529262
715	0.3007188191
716	0.3006330379
717	0.3004782135
718	0.3004046499
719	0.3003316733
720	0.3002465484
721	0.3001282904
722	0.300003543
723	0.2999298249
724	0.2997860484
725	0.2996713269
726	0.2995912749
727	0.2994409278
728	0.2993069532
729	0.2991548233
730	0.2990436801
731	0.2989144253
732	0.2987600228
733	0.2986399194
734	0.2985062095
735	0.2983891823
736	0.298295177
737	0.2981190621
738	0.2980089631
739	0.2979101567
740	0.2977489086
741	0.2976252052
742	0.2974274647
743	0.2973221686
744	0.2971963376
745	0.297065046
746	0.2969525495
747	0.2968196372
748	0.2966911743
749	0.296571282
750	0.2964983873
751	0.2964197705
752	0.2963281437
753	0.2962859989
754	0.2961511684
755	0.2960627183
756	0.2959796579
757	0.2958156015
758	0.2957002203
759	0.2955797107
760	0.2954731046
761	0.2952845006
762	0.2951667088
763	0.2950010963
764	0.2948868525
765	0.2947916067
766	0.2946639655
767	0.2945713586
768	0.294487425
769	0.2943745446
770	0.2942423848
771	0.2940949019
772	0.2939585985
773	0.2938188423
774	0.2937132211
775	0.293639687
776	0.2934767185
777	0.2933234515
778	0.29314866
779	0.2930542243
780	0.2929615423
781	0.292811844
782	0.2927403673
783	0.292666999
784	0.2925241937
785	0.2924274643
786	0.2923340431
787	0.2922375452
788	0.2921036952
789	0.2920049096
790	0.2919293482
791	0.2918931987
792	0.2918030826
793	0.2916755612
794	0.2916104492
795	0.2914796215
796	0.2913825353
797	0.2912744365
798	0.2912010443
799	0.2911300942
800	0.291067223
801	0.2910033984
802	0.2909015167
803	0.2907652715
804	0.2906688793
805	0.2905156147
806	0.2904451021
807	0.2903456038
808	0.2902757294
809	0.290121376
810	0.2900297814
811	0.2899094939
812	0.2898102655
813	0.2896477003
814	0.2895545554
815	0.289448873
816	0.2893458234
817	0.2892516776
818	0.2891018508
819	0.2889673765
820	0.28888244
821	0.2887161205
822	0.2885535833
823	0.2884381266
824	0.2883412575
825	0.2882537071
826	0.2881861199
827	0.2880571483
828	0.2879570312
829	0.2879209706
830	0.287768395
831	0.2876097928
832	0.2874994359
833	0.287410632
834	0.2873452992
835	0.2872741679
836	0.2871805264
837	0.2870304082
838	0.2869443126
839	0.2868058117
840	0.2867372405
841	0.2866136918
842	0.2865260169
843	0.2863709735
844	0.2862931338
845	0.2861855934
846	0.2860962523
847	0.2860307044
848	0.2859365832
849	0.2858455977
850	0.2857062284
851	0.2856099375
852	0.2854481445
853	0.2853491376
854	0.2852878317
855	0.2851584433
856	0.2850266883
857	0.2849052165
858	0.2847094955
859	0.2846095358
860	0.2844736245
861	0.2843727458
862	0.2842988461
863	0.2842019205
864	0.2841451644
865	0.284060374
866	0.2839851819
867	0.2838358692
868	0.2837714054
869	0.2837141687
870	0.2836485989
871	0.2835381737
872	0.2834414336
873	0.2833792061
874	0.2832463717
875	0.2831429599
876	0.2829998413
877	0.2829284752
878	0.2827956217
879	0.2826938012
880	0.2826262341
881	0.2825273687
882	0.2823981059
883	0.2822312476
884	0.2821531364
885	0.2820305029
886	0.2819506112
887	0.2818552798
888	0.2817856263
889	0.2817192009
890	0.2816638518
891	0.2815855576
892	0.2814603563
893	0.2813830674
894	0.2813007976
895	0.2812097739
896	0.2811567241
897	0.2810519068
898	0.28098641
899	0.2809241164
900	0.2808463842
901	0.2807568436
902	0.2806685449
903	0.2805396427
904	0.2803711441
905	0.2802739175
906	0.2801827585
907	0.2800441997
908	0.2799623124
909	0.2798961894
910	0.2798083451
911	0.2796461975
912	0.2794971359
913	0.2794006616
914	0.2792791565
915	0.2791958029
916	0.2790408861
917	0.2789177599
918	0.2787489253
919	0.2786295118
920	0.2785392002
921	0.2784230149
922	0.2782996246
923	0.2782213876
924	0.2780669162
925	0.2779173239
926	0.2777955689
927	0.2777223676
928	0.2776039531
929	0.2774904757
930	0.2774085793
931	0.2773164323
932	0.2772546375
933	0.2771711168
934	0.27713003
935	0.2770356545
936	0.2769196592
937	0.2768294074
938	0.2766534272
939	0.2764840321
940	0.2764353929
941	0.2763035191
942	0.2762124151
943	0.2760985771
944	0.2759158343
945	0.2757406507
946	0.2755986427
947	0.2755354188
948	0.275428968
949	0.2753162955
950	0.2752355304
951	0.2750597986
952	0.2749444009
953	0.2748316842
954	0.274731104
955	0.2746391649
956	0.2745825607
957	0.2744771128
958	0.2744015958
959	0.2743171861
960	0.2741607232
961	0.274063319
962	0.2740240543
963	0.2738787936
964	0.2737721962
965	0.2736578238
966	0.2735784484
967	0.2735159987
968	0.2734503124
969	0.2733482912
970	0.2732364806
971	0.273130291
972	0.2730866137
973	0.273022738
974	0.272854624
975	0.2727609157
976	0.2726635157
977	0.2725133288
978	0.2724176004
979	0.2722942199
980	0.2721547418
981	0.2720186994
982	0.271866805
983	0.271703884
984	0.2715902002
985	0.2715013847
986	0.2714277502
987	0.2713327107
988	0.2712275458
989	0.2711126666
990	0.2710361184
991	0.2709662934
992	0.2708817905
993	0.2707238819
994	0.2706475275
995	0.2705884229
996	0.270513746
997	0.2704057435
998	0.2702706155
999	0.2701605593
